51	6	1306	3
0	308.0	496.0	6405	2612	0.03
1	174.0	288.0	52	104	0	52	0.05
2	305.0	439.0	50	100	0	50	0.04
3	74.0	400.0	120	180	0	60	0.04
4	36.0	268.0	112	168	0	56	0.05
5	495.0	324.0	76	114	0	38	0.03
6	16.0	46.0	74	111	0	37	0.03
7	477.0	217.0	36	72	0	36	0.02
8	330.0	146.0	56	84	0	28	0.03
9	224.0	339.0	90	180	0	90	0.01
10	318.0	48.0	17	34	0	17	0.03
11	361.0	425.0	52	104	0	52	0.03
12	372.0	25.0	22	33	0	11	0.05
13	130.0	397.0	54	81	0	27	0.01
14	396.0	130.0	64	96	0	32	0.03
15	191.0	212.0	122	183	0	61	0.05
16	220.0	154.0	124	186	0	62	0.02
17	456.0	467.0	77	154	0	77	0.02
18	364.0	284.0	90	180	0	90	0.03
19	118.0	382.0	96	192	0	96	0.01
20	44.0	432.0	92	138	0	46	0.03
21	214.0	65.0	70	140	0	70	0.03
22	403.0	480.0	12	24	0	12	0.04
23	147.0	295.0	102	153	0	51	0.05
24	68.0	26.0	196	294	0	98	0.03
25	98.0	247.0	54	108	0	54	0.04
26	213.0	329.0	194	291	0	97	0.04
27	263.0	242.0	146	219	0	73	0.03
28	304.0	284.0	38	76	0	38	0.03
29	280.0	134.0	50	75	0	25	0.01
30	255.0	475.0	110	165	0	55	0.02
31	220.0	274.0	71	142	0	71	0.04
32	287.0	228.0	102	153	0	51	0.04
33	315.0	193.0	44	88	0	44	0.03
34	496.0	133.0	104	156	0	52	0.01
35	212.0	251.0	49	98	0	49	0.04
36	307.0	412.0	100	150	0	50	0.05
37	183.0	68.0	54	81	0	27	0.04
38	351.0	89.0	24	36	0	12	0.04
39	331.0	5.0	54	81	0	27	0.05
40	342.0	263.0	95	190	0	95	0.03
41	222.0	337.0	82	123	0	41	0.03
42	249.0	433.0	97	194	0	97	0.04
43	131.0	270.0	128	192	0	64	0.03
44	127.0	491.0	92	184	0	92	0.03
45	473.0	89.0	54	108	0	54	0.02
46	281.0	370.0	11	22	0	11	0.05
47	327.0	334.0	12	24	0	12	0.03
48	460.0	33.0	28	56	0	28	0.02
49	416.0	307.0	83	166	0	83	0.01
50	390.0	316.0	61	122	0	61	0.05
