201	6	5388	3
0	157.0	17.0	26820	10777	0.03
1	419.0	277.0	138	207	0	69	0.04
2	239.0	368.0	94	141	0	47	0.01
3	113.0	311.0	144	216	0	72	0.02
4	216.0	423.0	45	90	0	45	0.05
5	235.0	205.0	38	76	0	38	0.04
6	374.0	4.0	82	164	0	82	0.02
7	457.0	486.0	26	52	0	26	0.01
8	420.0	290.0	48	96	0	48	0.02
9	170.0	258.0	68	102	0	34	0.01
10	443.0	280.0	96	144	0	48	0.03
11	414.0	20.0	30	45	0	15	0.04
12	430.0	26.0	178	267	0	89	0.04
13	487.0	29.0	73	146	0	73	0.01
14	178.0	467.0	21	42	0	21	0.04
15	212.0	124.0	60	120	0	60	0.04
16	69.0	127.0	182	273	0	91	0.03
17	365.0	253.0	40	60	0	20	0.04
18	277.0	475.0	80	120	0	40	0.03
19	1.0	3.0	34	51	0	17	0.01
20	72.0	40.0	54	108	0	54	0.03
21	399.0	69.0	112	168	0	56	0.04
22	92.0	423.0	142	213	0	71	0.01
23	264.0	392.0	75	150	0	75	0.04
24	367.0	121.0	67	134	0	67	0.02
25	15.0	30.0	25	50	0	25	0.03
26	303.0	331.0	13	26	0	13	0.02
27	499.0	443.0	62	93	0	31	0.04
28	152.0	143.0	25	50	0	25	0.03
29	402.0	377.0	142	213	0	71	0.01
30	86.0	161.0	15	30	0	15	0.05
31	409.0	429.0	160	240	0	80	0.03
32	407.0	10.0	50	75	0	25	0.03
33	74.0	273.0	194	291	0	97	0.02
34	28.0	38.0	49	98	0	49	0.02
35	320.0	22.0	89	178	0	89	0.03
36	489.0	177.0	96	192	0	96	0.05
37	34.0	391.0	92	184	0	92	0.01
38	427.0	278.0	90	180	0	90	0.02
39	253.0	63.0	98	196	0	98	0.05
40	69.0	436.0	158	237	0	79	0.02
41	132.0	84.0	47	94	0	47	0.03
42	101.0	193.0	52	78	0	26	0.01
43	12.0	369.0	168	252	0	84	0.04
44	301.0	276.0	63	126	0	63	0.04
45	472.0	164.0	74	111	0	37	0.03
46	309.0	36.0	160	240	0	80	0.04
47	135.0	460.0	130	195	0	65	0.03
48	342.0	493.0	39	78	0	39	0.03
49	166.0	348.0	53	106	0	53	0.02
50	378.0	462.0	63	126	0	63	0.05
51	431.0	450.0	130	195	0	65	0.05
52	61.0	344.0	88	176	0	88	0.03
53	214.0	344.0	118	177	0	59	0.04
54	341.0	8.0	120	180	0	60	0.02
55	155.0	266.0	97	194	0	97	0.05
56	318.0	59.0	70	140	0	70	0.04
57	95.0	260.0	96	192	0	96	0.04
58	87.0	353.0	10	20	0	10	0.04
59	406.0	172.0	48	72	0	24	0.03
60	6.0	430.0	182	273	0	91	0.03
61	227.0	25.0	60	90	0	30	0.03
62	268.0	139.0	57	114	0	57	0.03
63	333.0	194.0	152	228	0	76	0.04
64	362.0	64.0	102	153	0	51	0.04
65	447.0	483.0	71	142	0	71	0.03
66	245.0	331.0	11	22	0	11	0.05
67	430.0	450.0	84	168	0	84	0.02
68	115.0	474.0	136	204	0	68	0.02
69	113.0	105.0	140	210	0	70	0.04
70	273.0	370.0	56	112	0	56	0.01
71	418.0	29.0	83	166	0	83	0.03
72	471.0	185.0	66	132	0	66	0.05
73	435.0	100.0	73	146	0	73	0.02
74	212.0	305.0	192	288	0	96	0.04
75	433.0	116.0	44	66	0	22	0.04
76	388.0	479.0	92	138	0	46	0.04
77	129.0	41.0	11	22	0	11	0.03
78	63.0	147.0	68	136	0	68	0.03
79	300.0	336.0	45	90	0	45	0.02
80	333.0	370.0	38	76	0	38	0.03
81	115.0	268.0	62	124	0	62	0.02
82	241.0	406.0	84	168	0	84	0.03
83	124.0	365.0	64	96	0	32	0.05
84	31.0	73.0	98	147	0	49	0.02
85	256.0	72.0	78	156	0	78	0.04
86	184.0	370.0	92	138	0	46	0.02
87	110.0	86.0	71	142	0	71	0.02
88	497.0	263.0	174	261	0	87	0.05
89	216.0	425.0	52	78	0	26	0.05
90	235.0	346.0	56	112	0	56	0.05
91	174.0	296.0	52	78	0	26	0.03
92	54.0	414.0	13	26	0	13	0.03
93	136.0	435.0	92	184	0	92	0.02
94	375.0	17.0	96	192	0	96	0.02
95	475.0	384.0	54	81	0	27	0.02
96	317.0	193.0	14	28	0	14	0.01
97	367.0	483.0	34	51	0	17	0.04
98	247.0	58.0	96	144	0	48	0.02
99	215.0	280.0	26	39	0	13	0.03
100	116.0	221.0	62	93	0	31	0.02
101	16.0	499.0	11	22	0	11	0.01
102	385.0	359.0	90	180	0	90	0.04
103	466.0	304.0	39	78	0	39	0.01
104	484.0	102.0	194	291	0	97	0.04
105	189.0	411.0	28	56	0	28	0.03
106	143.0	424.0	110	165	0	55	0.02
107	289.0	322.0	176	264	0	88	0.05
108	122.0	492.0	86	129	0	43	0.01
109	212.0	428.0	106	159	0	53	0.04
110	288.0	77.0	10	20	0	10	0.05
111	447.0	31.0	158	237	0	79	0.02
112	131.0	323.0	54	81	0	27	0.05
113	307.0	233.0	24	36	0	12	0.02
114	209.0	332.0	27	54	0	27	0.02
115	484.0	372.0	40	60	0	20	0.04
116	346.0	499.0	88	132	0	44	0.03
117	416.0	86.0	60	90	0	30	0.02
118	373.0	241.0	92	184	0	92	0.02
119	362.0	91.0	12	24	0	12	0.04
120	237.0	400.0	12	24	0	12	0.02
121	441.0	255.0	188	282	0	94	0.04
122	425.0	364.0	13	26	0	13	0.02
123	473.0	339.0	58	116	0	58	0.02
124	48.0	408.0	106	159	0	53	0.03
125	307.0	90.0	196	294	0	98	0.05
126	66.0	470.0	92	138	0	46	0.03
127	447.0	38.0	172	258	0	86	0.03
128	240.0	449.0	76	114	0	38	0.02
129	212.0	249.0	75	150	0	75	0.03
130	263.0	104.0	80	160	0	80	0.04
131	287.0	151.0	88	176	0	88	0.04
132	418.0	372.0	86	172	0	86	0.03
133	473.0	221.0	128	192	0	64	0.02
134	165.0	93.0	110	165	0	55	0.04
135	73.0	107.0	68	136	0	68	0.05
136	185.0	386.0	29	58	0	29	0.05
137	203.0	235.0	96	192	0	96	0.02
138	296.0	411.0	170	255	0	85	0.04
139	233.0	167.0	12	24	0	12	0.01
140	370.0	452.0	120	180	0	60	0.01
141	85.0	233.0	43	86	0	43	0.05
142	75.0	362.0	74	111	0	37	0.01
143	225.0	465.0	50	75	0	25	0.02
144	109.0	478.0	16	32	0	16	0.03
145	454.0	313.0	14	28	0	14	0.04
146	234.0	318.0	58	87	0	29	0.04
147	121.0	216.0	140	210	0	70	0.04
148	146.0	117.0	55	110	0	55	0.04
149	490.0	390.0	20	30	0	10	0.05
150	7.0	144.0	112	168	0	56	0.04
151	85.0	51.0	58	116	0	58	0.03
152	252.0	359.0	26	39	0	13	0.02
153	293.0	306.0	134	201	0	67	0.05
154	277.0	32.0	82	123	0	41	0.04
155	478.0	241.0	79	158	0	79	0.04
156	76.0	111.0	162	243	0	81	0.03
157	319.0	142.0	94	141	0	47	0.03
158	238.0	348.0	88	176	0	88	0.05
159	471.0	477.0	20	30	0	10	0.02
160	257.0	493.0	38	76	0	38	0.02
161	39.0	356.0	68	102	0	34	0.05
162	223.0	5.0	88	132	0	44	0.01
163	237.0	367.0	73	146	0	73	0.02
164	90.0	92.0	186	279	0	93	0.03
165	234.0	232.0	112	168	0	56	0.02
166	96.0	384.0	18	36	0	18	0.03
167	363.0	2.0	16	32	0	16	0.04
168	468.0	293.0	36	54	0	18	0.02
169	20.0	337.0	80	160	0	80	0.05
170	364.0	111.0	22	44	0	22	0.04
171	226.0	151.0	80	120	0	40	0.04
172	145.0	345.0	42	63	0	21	0.02
173	189.0	407.0	45	90	0	45	0.03
174	479.0	132.0	152	228	0	76	0.03
175	290.0	32.0	176	264	0	88	0.05
176	110.0	221.0	51	102	0	51	0.04
177	145.0	299.0	22	44	0	22	0.02
178	475.0	181.0	158	237	0	79	0.03
179	410.0	97.0	19	38	0	19	0.05
180	133.0	216.0	60	90	0	30	0.03
181	407.0	64.0	83	166	0	83	0.04
182	356.0	127.0	130	195	0	65	0.04
183	31.0	266.0	91	182	0	91	0.04
184	313.0	86.0	69	138	0	69	0.04
185	72.0	51.0	118	177	0	59	0.02
186	201.0	308.0	49	98	0	49	0.02
187	270.0	374.0	68	102	0	34	0.04
188	371.0	206.0	66	132	0	66	0.03
189	137.0	148.0	96	192	0	96	0.03
190	161.0	394.0	42	84	0	42	0.03
191	434.0	377.0	31	62	0	31	0.03
192	162.0	54.0	132	198	0	66	0.01
193	45.0	152.0	144	216	0	72	0.03
194	189.0	185.0	138	207	0	69	0.01
195	324.0	259.0	90	180	0	90	0.03
196	93.0	413.0	150	225	0	75	0.03
197	429.0	147.0	73	146	0	73	0.05
198	40.0	499.0	40	80	0	40	0.03
199	363.0	272.0	60	90	0	30	0.02
200	399.0	473.0	82	164	0	82	0.01
