51	6	824	5
0	424.0	489.0	6843	2747	0.30
1	24.0	366.0	48	96	0	48	0.44
2	417.0	317.0	84	126	0	42	0.10
3	224.0	202.0	72	144	0	72	0.21
4	108.0	306.0	118	177	0	59	0.48
5	487.0	473.0	192	288	0	96	0.38
6	50.0	138.0	182	273	0	91	0.19
7	431.0	152.0	180	270	0	90	0.14
8	491.0	439.0	64	128	0	64	0.15
9	173.0	19.0	70	140	0	70	0.15
10	456.0	146.0	31	62	0	31	0.31
11	83.0	276.0	46	92	0	46	0.40
12	118.0	75.0	30	45	0	15	0.41
13	391.0	192.0	124	186	0	62	0.14
14	189.0	390.0	77	154	0	77	0.42
15	73.0	136.0	148	222	0	74	0.37
16	161.0	464.0	76	152	0	76	0.26
17	369.0	403.0	32	64	0	32	0.38
18	94.0	354.0	144	216	0	72	0.30
19	356.0	147.0	88	176	0	88	0.11
20	134.0	298.0	56	84	0	28	0.33
21	143.0	197.0	20	30	0	10	0.42
22	209.0	440.0	18	36	0	18	0.10
23	441.0	387.0	88	132	0	44	0.40
24	205.0	79.0	192	288	0	96	0.16
25	295.0	241.0	108	162	0	54	0.27
26	140.0	488.0	186	279	0	93	0.21
27	289.0	228.0	38	57	0	19	0.44
28	414.0	353.0	95	190	0	95	0.28
29	342.0	402.0	114	171	0	57	0.14
30	265.0	425.0	57	114	0	57	0.47
31	160.0	324.0	13	26	0	13	0.34
32	361.0	186.0	90	135	0	45	0.35
33	447.0	81.0	22	44	0	22	0.21
34	488.0	401.0	94	141	0	47	0.20
35	138.0	255.0	38	76	0	38	0.32
36	423.0	238.0	40	80	0	40	0.47
37	50.0	206.0	122	183	0	61	0.13
38	54.0	268.0	34	51	0	17	0.18
39	493.0	17.0	126	189	0	63	0.45
40	26.0	290.0	174	261	0	87	0.19
41	166.0	12.0	26	39	0	13	0.27
42	248.0	301.0	92	184	0	92	0.12
43	394.0	311.0	84	168	0	84	0.42
44	381.0	473.0	76	152	0	76	0.35
45	420.0	269.0	52	104	0	52	0.32
46	345.0	111.0	28	42	0	14	0.44
47	483.0	4.0	17	34	0	17	0.35
48	381.0	99.0	64	128	0	64	0.32
49	249.0	421.0	51	102	0	51	0.21
50	171.0	448.0	75	150	0	75	0.49
